"","Date","Session","Pseudo","TotalScore","Flight","Bonus","Mine","Fortress","NumberofBonus","NumberofMine","Bonus_Prct","Mine_Prct","FortressShot","Treatment","NET","GameLevel","Age","Genre","Group","BlindGroup"
"592","2018-06-08 09:35:06","D05P2","SB2903",8075,-555,400,2980,5250,41,64,31.7073170731707,90.625,290,1,16,1,22,"Femme","STIMSD",1
"593","2018-06-19 09:30:43","D14P1","SB2903",7190,-1580,650,3370,4750,40,73,37.5,89.041095890411,254,1,16,1,22,"Femme","STIMSD",1
"594","2018-06-19 09:30:43","D14P2","SB2903",10340,-1090,850,3580,7000,52,74,36.5384615384615,91.8918918918919,394,1,16,1,22,"Femme","STIMSD",1
"595","2018-06-04 16:03:26","D01P1","SF2107",-1955,-3035,100,-20,1000,35,52,5.71428571428571,36.5384615384615,60,2,14,7,19,"Homme","SHAM",2
"596","2018-06-05 15:31:29","D02P1","SF2107",1985,-825,800,510,1500,47,54,23.4042553191489,50,82,2,14,7,19,"Homme","SHAM",2
"597","2018-06-05 15:31:29","D02P2","SF2107",1230,-1560,300,990,1500,46,55,10.8695652173913,58.1818181818182,90,2,14,7,19,"Homme","SHAM",2
"598","2018-06-06 15:28:09","D03P1","SF2107",2920,-430,400,950,2000,39,51,17.9487179487179,64.7058823529412,118,2,14,7,19,"Homme","SHAM",2
"599","2018-06-06 15:28:09","D03P2","SF2107",3155,-1105,750,1260,2250,46,55,23.9130434782609,65.4545454545455,129,2,14,7,19,"Homme","SHAM",2
"600","2018-06-07 15:31:11","D04P1","SF2107",3815,-705,700,1320,2500,36,53,27.7777777777778,67.9245283018868,129,2,14,7,19,"Homme","SHAM",2
"601","2018-06-07 15:31:11","D04P2","SF2107",3585,-1665,850,1650,2750,47,57,23.4042553191489,64.9122807017544,158,2,14,7,19,"Homme","SHAM",2
"602","2018-06-08 15:32:00","D05P1","SF2107",5640,-190,1400,2180,2250,40,58,42.5,84.4827586206897,118,2,14,7,19,"Homme","SHAM",2
"603","2018-06-08 15:32:00","D05P2","SF2107",4920,-740,550,2360,2750,33,60,24.2424242424242,80,149,2,14,7,19,"Homme","SHAM",2
"604","2018-06-19 15:25:54","D14P1","SF2107",2450,-1880,500,2080,1750,39,61,23.0769230769231,77.0491803278689,103,2,14,7,19,"Homme","SHAM",2
"605","2018-06-19 15:25:54","D14P2","SF2107",1005,-2615,450,920,2250,35,59,22.8571428571429,50.8474576271186,116,2,14,7,19,"Homme","SHAM",2
"606","2020-02-10 15:32:41","D01P1","SL0804",4580,-770,1700,1900,1750,35,56,57.1428571428571,75,97,1,20,5.5,28,"Homme","STIMSD",1
"607","2020-02-11 15:15:05","D02P1","SL0804",4000,-1070,2050,1020,2000,46,58,52.1739130434783,58.6206896551724,108,1,20,5.5,28,"Homme","STIMSD",1
"608","2020-02-11 15:25:38","D02P2","SL0804",6180,-400,2500,2080,2000,39,61,74.3589743589744,78.6885245901639,117,1,20,5.5,28,"Homme","STIMSD",1
"609","2020-02-12 15:07:04","D03P1","SL0804",7985,-185,3050,3120,2000,45,70,77.7777777777778,90,119,1,20,5.5,28,"Homme","STIMSD",1
"610","2020-02-12 15:17:35","D03P2","SL0804",6770,-500,2350,2670,2250,38,70,73.6842105263158,80,125,1,20,5.5,28,"Homme","STIMSD",1
"611","2020-02-13 13:11:38","D04P1","SL0804",9340,-150,3400,3340,2750,43,73,88.3720930232558,90.4109589041096,142,1,20,5.5,28,"Homme","STIMSD",1
"612","2020-02-13 13:21:59","D04P2","SL0804",10250,-300,4100,3450,3000,50,74,94,90.5405405405405,156,1,20,5.5,28,"Homme","STIMSD",1
"613","2020-02-14 15:07:46","D05P1","SL0804",8090,-450,2600,3440,2500,37,72,86.4864864864865,90.2777777777778,134,1,20,5.5,28,"Homme","STIMSD",1
"614","2020-02-14 15:18:13","D05P2","SL0804",9370,-450,3450,3370,3000,47,75,82.9787234042553,86.6666666666667,176,1,20,5.5,28,"Homme","STIMSD",1
"615","2020-02-25 14:05:46","D14P1","SL0804",8600,-450,3500,3050,2500,45,72,88.8888888888889,84.7222222222222,150,1,20,5.5,28,"Homme","STIMSD",1
"616","2020-02-25 14:16:33","D14P2","SL0804",10420,-400,4000,3820,3000,46,75,95.6521739130435,96,157,1,20,5.5,28,"Homme","STIMSD",1
"628","2021-03-29 12:12:24","D01P1","SR1210",3555,-1075,2200,430,2000,44,54,63.6363636363636,48.1481481481481,114,3,16,2,21,"Homme","STIMHD",3
"629","2021-03-30 11:50:41","D02P1","SR1210",4800,-1160,1850,1360,2750,39,55,69.2307692307692,63.6363636363636,169,3,16,2,21,"Homme","STIMHD",3
"630","2021-03-30 12:01:17","D02P2","SR1210",6565,-715,1750,780,4750,39,52,64.1025641025641,59.6153846153846,267,3,16,2,21,"Homme","STIMHD",3
"631","2021-03-31 11:47:55","D03P1","SR1210",9655,-1065,2950,3020,4750,50,64,76,92.1875,288,3,16,2,21,"Homme","STIMHD",3
"632","2021-03-31 11:58:50","D03P2","SR1210",9645,-775,2150,3020,5250,39,63,84.6153846153846,92.0634920634921,289,3,16,2,21,"Homme","STIMHD",3
"633","2021-04-01 11:48:09","D04P1","SR1210",11810,-770,2800,3280,6500,53,70,73.5849056603774,90,360,3,16,2,21,"Homme","STIMHD",3
"634","2021-04-01 11:59:06","D04P2","SR1210",10320,-420,3050,2440,5250,45,64,86.6666666666667,82.8125,314,3,16,2,21,"Homme","STIMHD",3
"635","2021-04-02 11:36:54","D05P1","SR1210",10020,-770,1900,2890,6000,43,63,79.0697674418605,90.4761904761905,325,3,16,2,21,"Homme","STIMHD",3
"636","2021-04-02 11:47:48","D05P2","SR1210",10825,-705,1850,2930,6750,40,63,85,90.4761904761905,367,3,16,2,21,"Homme","STIMHD",3
"637","2021-04-13 11:23:42","D14P1","SR1210",13840,-650,2450,3290,8750,39,71,92.3076923076923,90.1408450704225,471,3,16,2,21,"Homme","STIMHD",3
"638","2021-04-13 11:34:45","D14P2","SR1210",16890,-720,2700,3410,11500,46,69,86.9565217391304,92.7536231884058,613,3,16,2,21,"Homme","STIMHD",3
"639","2021-03-08 11:29:28","D01P1","SV2801",5410,-1230,2150,2490,2000,45,64,60,82.8125,111,3,16,7,22,"Homme","STIMHD",3
"640","2021-03-09 12:09:07","D02P1","SV2801",5595,-1405,1700,3050,2250,33,73,66.6666666666667,82.1917808219178,135,3,16,7,22,"Homme","STIMHD",3
"641","2021-03-09 12:19:35","D02P2","SV2801",7920,-1020,2250,3440,3250,47,76,63.8297872340426,86.8421052631579,172,3,16,7,22,"Homme","STIMHD",3
"642","2021-03-10 11:48:04","D03P1","SV2801",8495,-735,2200,3030,4000,49,68,59.1836734693878,89.7058823529412,218,3,16,7,22,"Homme","STIMHD",3
"643","2021-03-10 11:58:30","D03P2","SV2801",9890,-1000,2250,2890,5750,45,70,64.4444444444444,82.8571428571429,301,3,16,7,22,"Homme","STIMHD",3
"644","2021-03-11 11:38:51","D04P1","SV2801",12310,-950,1750,3510,8000,40,76,75,88.1578947368421,428,3,16,7,22,"Homme","STIMHD",3
"645","2021-03-11 11:49:15","D04P2","SV2801",11265,-1285,950,3350,8250,33,71,75.7575757575758,90.1408450704225,439,3,16,7,22,"Homme","STIMHD",3
"646","2021-03-12 12:05:50","D05P1","SV2801",12855,-735,750,3590,9250,33,73,72.7272727272727,93.1506849315068,461,3,16,7,22,"Homme","STIMHD",3
"647","2021-03-12 12:16:15","D05P2","SV2801",18625,-1085,2300,3410,14000,50,70,80,90,734,3,16,7,22,"Homme","STIMHD",3
"648","2021-03-23 11:47:38","D14P1","SV2801",18220,-650,1900,3470,13500,40,69,77.5,94.2028985507246,667,3,16,7,22,"Homme","STIMHD",3
"649","2021-03-23 11:58:00","D14P2","SV2801",19000,-950,1750,3450,14750,36,70,88.8888888888889,92.8571428571429,747,3,16,7,22,"Homme","STIMHD",3
"661","2019-10-07 16:16:45","D01P1","TB3004",1995,-1215,0,1460,1750,28,59,46.4285714285714,67.7966101694915,103,2,16,4.5,22,"Homme","SHAM",2
"662","2019-10-08 16:49:10","D02P1","TB3004",4955,-755,900,2810,2000,42,66,52.3809523809524,86.3636363636364,137,2,16,4.5,22,"Homme","SHAM",2
"663","2019-10-08 17:01:08","D02P2","TB3004",5040,-150,1550,2140,1500,49,64,59.1836734693878,78.125,99,2,16,4.5,22,"Homme","SHAM",2
"664","2019-10-09 16:16:59","D03P1","TB3004",7150,-300,2050,3150,2250,46,69,60.8695652173913,89.8550724637681,149,2,16,4.5,22,"Homme","SHAM",2
"665","2019-10-09 16:28:24","D03P2","TB3004",7535,-185,2000,2970,2750,43,68,62.7906976744186,86.7647058823529,180,2,16,4.5,22,"Homme","SHAM",2
"666","2019-10-10 16:46:01","D04P1","TB3004",7240,-100,1250,3340,2750,37,72,56.7567567567568,91.6666666666667,161,2,16,4.5,22,"Homme","SHAM",2
"667","2019-10-10 17:02:43","D04P2","TB3004",7435,-185,1050,3070,3500,43,70,44.1860465116279,88.5714285714286,216,2,16,4.5,22,"Homme","SHAM",2
"668","2019-10-11 14:39:02","D05P1","TB3004",5960,-350,350,2460,3500,42,67,35.7142857142857,80.5970149253731,207,2,16,4.5,22,"Homme","SHAM",2
"669","2019-10-11 14:50:43","D05P2","TB3004",9560,-400,250,3210,6500,41,68,34.1463414634146,92.6470588235294,370,2,16,4.5,22,"Homme","SHAM",2
"670","2019-10-21 17:05:05","D14P1","TB3004",10800,-300,1950,3150,6000,46,70,63.0434782608696,90,329,2,16,4.5,22,"Homme","SHAM",2
"671","2019-10-21 17:17:02","D14P2","TB3004",11870,-450,1650,3420,7250,49,70,48.9795918367347,94.2857142857143,401,2,16,4.5,22,"Homme","SHAM",2
"672","2020-02-10 18:26:13","D01P1","TH0605",4475,-1155,1150,1730,2750,39,63,46.1538461538462,66.6666666666667,167,2,15,6,20,"Homme","SHAM",2
"673","2020-02-11 18:00:47","D02P1","TH0605",7395,-1235,900,3230,4500,51,67,33.3333333333333,91.044776119403,220,2,15,6,20,"Homme","SHAM",2
"674","2020-02-11 18:16:53","D02P2","TH0605",8090,-1070,1050,3110,5000,31,68,51.6129032258064,88.2352941176471,251,2,15,6,20,"Homme","SHAM",2
"675","2020-02-12 18:09:21","D03P1","TH0605",6185,-2355,750,3040,4750,38,70,34.2105263157895,81.4285714285714,238,2,15,6,20,"Homme","SHAM",2
"676","2020-02-12 18:19:48","D03P2","TH0605",8670,-1820,1900,3340,5250,47,68,51.063829787234,91.1764705882353,268,2,15,6,20,"Homme","SHAM",2
"677","2020-02-13 18:11:09","D04P1","TH0605",11495,-1615,1400,3210,8500,37,69,56.7567567567568,86.9565217391304,416,2,15,6,20,"Homme","SHAM",2
"678","2020-02-13 18:21:45","D04P2","TH0605",13180,-1800,1750,3480,9750,44,68,56.8181818181818,95.5882352941177,469,2,15,6,20,"Homme","SHAM",2
"679","2020-02-14 18:09:54","D05P1","TH0605",14140,-1800,1950,2990,11000,38,70,73.6842105263158,81.4285714285714,536,2,15,6,20,"Homme","SHAM",2
"680","2020-02-14 18:20:27","D05P2","TH0605",17375,-2815,2700,3240,14250,46,71,82.6086956521739,87.3239436619718,708,2,15,6,20,"Homme","SHAM",2
"681","2020-02-25 18:09:47","D14P1","TH0605",16650,-1620,2000,3520,12750,41,73,73.1707317073171,90.4109589041096,636,2,15,6,20,"Homme","SHAM",2
"682","2020-02-25 18:20:18","D14P2","TH0605",18625,-1205,2200,3130,14500,44,71,79.5454545454545,85.9154929577465,736,2,15,6,20,"Homme","SHAM",2
"683","2019-10-07 18:36:30","D01P1","TS2305",-350,-1100,200,-1450,2000,47,45,12.7659574468085,8.88888888888889,120,2,16,3.5,22,"Homme","SHAM",2
"684","2019-10-08 18:05:25","D02P1","TS2305",4490,-510,750,1750,2500,46,56,26.0869565217391,76.7857142857143,134,2,16,3.5,22,"Homme","SHAM",2
"685","2019-10-08 18:16:30","D02P2","TS2305",4565,-925,600,2140,2750,38,63,26.3157894736842,74.6031746031746,145,2,16,3.5,22,"Homme","SHAM",2
"686","2019-10-09 17:56:52","D03P1","TS2305",4390,-1210,600,1500,3500,42,56,26.1904761904762,67.8571428571429,189,2,16,3.5,22,"Homme","SHAM",2
"687","2019-10-09 18:12:03","D03P2","TS2305",6020,-1070,1300,1540,4250,37,57,48.6486486486486,70.1754385964912,233,2,16,3.5,22,"Homme","SHAM",2
"688","2019-10-10 16:15:27","D04P1","TS2305",7075,-1235,1600,2460,4250,47,64,44.6808510638298,81.25,225,2,16,3.5,22,"Homme","SHAM",2
"689","2019-10-10 16:26:51","D04P2","TS2305",7640,-770,1400,2510,4500,49,63,36.734693877551,82.5396825396825,237,2,16,3.5,22,"Homme","SHAM",2
"690","2019-10-11 16:13:11","D05P1","TS2305",10215,-185,2250,3650,4500,42,70,69.0476190476191,98.5714285714286,231,2,16,3.5,22,"Homme","SHAM",2
"691","2019-10-11 16:26:31","D05P2","TS2305",9970,-1070,1700,3090,6250,43,70,58.1395348837209,87.1428571428571,335,2,16,3.5,22,"Homme","SHAM",2
"692","2019-10-21 18:05:34","D14P1","TS2305",9865,-335,2150,2550,5500,49,62,57.1428571428571,87.0967741935484,283,2,16,3.5,22,"Homme","SHAM",2
"693","2019-10-21 18:19:12","D14P2","TS2305",8565,-1705,2550,2970,4750,46,66,71.7391304347826,87.8787878787879,244,2,16,3.5,22,"Homme","SHAM",2
"694","2021-05-03 18:29:24","D01P1","TT2010",4460,-650,750,1860,2500,42,59,28.5714285714286,72.8813559322034,159,3,14,5,20,"Homme","STIMHD",3
"695","2021-05-04 18:08:44","D02P1","TT2010",6170,-490,1200,2710,2750,38,62,44.7368421052632,88.7096774193548,168,3,14,5,20,"Homme","STIMHD",3
"696","2021-05-04 18:19:53","D02P2","TT2010",7880,-650,1450,3080,4000,41,70,48.780487804878,84.2857142857143,222,3,14,5,20,"Homme","STIMHD",3
"697","2021-05-05 17:57:28","D03P1","TT2010",11570,-600,2300,3620,6250,42,73,69.0476190476191,91.7808219178082,329,3,14,5,20,"Homme","STIMHD",3
"698","2021-05-05 18:08:57","D03P2","TT2010",13600,-1550,2250,3150,9750,39,70,74.3589743589744,85.7142857142857,503,3,14,5,20,"Homme","STIMHD",3
"699","2021-05-06 17:59:16","D04P1","TT2010",15660,-400,3450,3610,9000,47,73,89.3617021276596,93.1506849315068,476,3,14,5,20,"Homme","STIMHD",3
"700","2021-05-06 18:10:13","D04P2","TT2010",14830,-600,1400,3030,11000,32,67,71.875,88.0597014925373,534,3,14,5,20,"Homme","STIMHD",3
"701","2021-05-07 18:07:09","D05P1","TT2010",15160,-650,1650,3410,10750,38,73,68.4210526315789,89.041095890411,560,3,14,5,20,"Homme","STIMHD",3
"702","2021-05-07 18:18:07","D05P2","TT2010",19470,-650,2050,3570,14500,46,70,71.7391304347826,95.7142857142857,715,3,14,5,20,"Homme","STIMHD",3
"703","2021-05-18 18:00:25","D14P1","TT2010",16890,-600,1300,3690,12500,31,72,80.6451612903226,94.4444444444444,643,3,14,5,20,"Homme","STIMHD",3
"704","2021-05-18 18:11:06","D14P2","TT2010",20040,-350,1750,3890,14750,36,74,91.6666666666667,95.945945945946,723,3,14,5,20,"Homme","STIMHD",3
"705","2019-09-30 18:26:54","D01P1","VL1401",3910,-220,800,1330,2000,46,56,30.4347826086957,67.8571428571429,112,1,17,5,23,"Homme","STIMSD",1
"706","2019-10-01 18:51:03","D02P1","VL1401",5710,-100,700,2110,3000,32,61,37.5,80.327868852459,177,1,17,5,23,"Homme","STIMSD",1
"707","2019-10-01 19:01:47","D02P2","VL1401",7200,-300,750,2000,4750,44,63,29.5454545454545,76.1904761904762,248,1,17,5,23,"Homme","STIMSD",1
"708","2019-10-02 18:14:01","D03P1","VL1401",8470,-700,550,2370,6250,48,61,22.9166666666667,81.9672131147541,336,1,17,5,23,"Homme","STIMSD",1
"709","2019-10-02 18:24:29","D03P2","VL1401",12230,-600,950,2380,9500,42,62,42.8571428571429,80.6451612903226,518,1,17,5,23,"Homme","STIMSD",1
"710","2019-10-03 18:40:19","D04P1","VL1401",14040,-1050,700,2390,12000,47,61,34.0425531914894,77.0491803278689,677,1,17,5,23,"Homme","STIMSD",1
"711","2019-10-03 18:50:45","D04P2","VL1401",14405,-985,1350,2790,11250,42,64,57.1428571428571,87.5,695,1,17,5,23,"Homme","STIMSD",1
"712","2019-10-04 17:36:40","D05P1","VL1401",16040,-1050,1300,3040,12750,40,69,62.5,85.5072463768116,763,1,17,5,23,"Homme","STIMSD",1
"713","2019-10-04 17:48:34","D05P2","VL1401",18940,-650,1100,3240,15250,42,67,57.1428571428571,94.0298507462687,892,1,17,5,23,"Homme","STIMSD",1
"714","2019-10-15 18:39:26","D14P1","VL1401",15510,-1370,900,2230,13750,41,64,56.0975609756098,73.4375,851,1,17,5,23,"Homme","STIMSD",1
"715","2019-10-15 18:51:48","D14P2","VL1401",16995,-1635,850,2780,15000,48,64,54.1666666666667,84.375,933,1,17,5,23,"Homme","STIMSD",1
"716","2021-03-29 10:53:41","D01P1","VL1404",3590,-350,1050,1890,1000,44,59,34.0909090909091,74.5762711864407,75,3,17,2.5,34,"Homme","STIMHD",3
"717","2021-03-30 10:17:17","D02P1","VL1404",2810,-1420,350,1880,2000,47,63,21.2765957446809,68.2539682539683,132,3,17,2.5,34,"Homme","STIMHD",3
"718","2021-03-30 10:28:46","D02P2","VL1404",4710,-750,350,2860,2250,29,71,31.0344827586207,81.6901408450704,124,3,17,2.5,34,"Homme","STIMHD",3
"719","2021-03-31 09:41:49","D03P1","VL1404",6015,-685,950,3000,2750,44,67,36.3636363636364,86.5671641791045,165,3,17,2.5,34,"Homme","STIMHD",3
"720","2021-03-31 09:53:18","D03P2","VL1404",6020,-450,1050,2920,2500,40,70,40,85.7142857142857,135,3,17,2.5,34,"Homme","STIMHD",3
"721","2021-04-01 10:15:18","D04P1","VL1404",5690,-400,200,3140,2750,45,73,20,86.3013698630137,145,3,17,2.5,34,"Homme","STIMHD",3
"722","2021-04-01 10:26:18","D04P2","VL1404",6120,-150,650,2870,2750,38,70,47.3684210526316,85.7142857142857,162,3,17,2.5,34,"Homme","STIMHD",3
"723","2021-04-02 14:01:57","D05P1","VL1404",7855,-435,1150,3140,4000,47,71,57.4468085106383,87.3239436619718,218,3,17,2.5,34,"Homme","STIMHD",3
"724","2021-04-02 14:12:58","D05P2","VL1404",6910,-220,-50,3180,4000,33,74,45.4545454545455,87.8378378378378,219,3,17,2.5,34,"Homme","STIMHD",3
"725","2021-04-13 10:21:06","D14P1","VL1404",8350,-400,1450,3300,4000,54,74,61.1111111111111,87.8378378378378,207,3,17,2.5,34,"Homme","STIMHD",3
"726","2021-04-13 10:32:41","D14P2","VL1404",9100,-450,900,3150,5500,39,72,74.3589743589744,86.1111111111111,292,3,17,2.5,34,"Homme","STIMHD",3
"727","2021-03-22 11:29:50","D01P1","VM3004",5800,-1480,1750,3280,2250,50,72,60,84.7222222222222,133,3,12,10,29,"Homme","STIMHD",3
"728","2021-03-23 11:00:07","D02P1","VM3004",8745,-755,3750,3250,2500,49,70,83.6734693877551,90,140,3,12,10,29,"Homme","STIMHD",3
"729","2021-03-23 11:11:09","D02P2","VM3004",8930,-1050,2900,3580,3500,43,76,76.7441860465116,89.4736842105263,183,3,12,10,29,"Homme","STIMHD",3
"730","2021-03-24 10:58:32","D03P1","VM3004",10450,-600,2950,3850,4250,43,78,79.0697674418605,92.3076923076923,234,3,12,10,29,"Homme","STIMHD",3
"731","2021-03-24 11:09:14","D03P2","VM3004",14130,-100,4050,3930,6250,50,75,92,97.3333333333333,330,3,12,10,29,"Homme","STIMHD",3
"732","2021-03-25 09:37:40","D04P1","VM3004",9125,-1355,2000,2480,6000,36,63,75,80.9523809523809,311,3,12,10,29,"Homme","STIMHD",3
"733","2021-03-25 09:50:06","D04P2","VM3004",12880,-1120,1850,3150,9000,41,65,65.8536585365854,90.7692307692308,468,3,12,10,29,"Homme","STIMHD",3
"734","2021-03-26 10:51:25","D05P1","VM3004",16820,-600,2050,3620,11750,39,70,82.0512820512821,97.1428571428571,605,3,12,10,29,"Homme","STIMHD",3
"735","2021-03-26 11:02:31","D05P2","VM3004",18520,-150,2750,3670,12250,45,71,84.4444444444444,95.7746478873239,644,3,12,10,29,"Homme","STIMHD",3
"736","2021-04-06 08:58:43","D14P1","VM3004",16490,-1000,2500,3240,11750,46,70,82.6086956521739,90,615,3,12,10,29,"Homme","STIMHD",3
"737","2021-04-06 09:09:13","D14P2","VM3004",20510,-400,2350,3560,15000,39,71,89.7435897435897,95.7746478873239,773,3,12,10,29,"Homme","STIMHD",3
"738","2019-10-07 08:40:19","D01P1","YC1703",4110,-1630,1400,2340,2000,47,62,40.4255319148936,79.0322580645161,116,1,17,6,21,"Homme","STIMSD",1
"739","2019-10-08 08:26:30","D02P1","YC1703",7875,-865,1900,3590,3250,42,71,54.7619047619048,94.3661971830986,185,1,17,6,21,"Homme","STIMSD",1
"740","2019-10-08 08:42:23","D02P2","YC1703",7320,-860,1700,3480,3000,38,72,60.5263157894737,91.6666666666667,175,1,17,6,21,"Homme","STIMSD",1
"741","2019-10-09 15:03:52","D03P1","YC1703",6480,-840,1300,3020,3000,38,68,50,88.2352941176471,200,1,17,6,21,"Homme","STIMSD",1
"742","2019-10-09 15:17:27","D03P2","YC1703",9180,-470,2950,2950,3750,46,70,78.2608695652174,85.7142857142857,212,1,17,6,21,"Homme","STIMSD",1
"743","2019-10-10 08:26:38","D04P1","YC1703",8445,-755,1750,3700,3750,37,76,67.5675675675676,93.4210526315789,216,1,17,6,21,"Homme","STIMSD",1
"744","2019-10-10 08:39:27","D04P2","YC1703",8590,-470,2100,3210,3750,32,70,90.625,91.4285714285714,205,1,17,6,21,"Homme","STIMSD",1
"745","2019-10-11 08:23:54","D05P1","YC1703",8435,-635,1350,3220,4500,37,73,54.0540540540541,86.3013698630137,238,1,17,6,21,"Homme","STIMSD",1
"746","2019-10-11 08:35:52","D05P2","YC1703",11710,-100,2400,3660,5750,44,76,75,93.4210526315789,316,1,17,6,21,"Homme","STIMSD",1
"747","2019-10-21 08:32:21","D14P1","YC1703",11340,-100,2150,3790,5500,40,74,70,97.2972972972973,304,1,17,6,21,"Homme","STIMSD",1
"748","2019-10-21 08:43:24","D14P2","YC1703",12380,-790,2400,3270,7500,38,73,84.2105263157895,87.6712328767123,429,1,17,6,21,"Homme","STIMSD",1
